,city,street,district,Reference and listing Date,contract,type,surface,rooms,floor,total building floors,Car parking,availability,other features,price (k€),condominium fees,deposit,year of construction,condition,heating,Air conditioner,Energy Efficiency
404,Milan,"Via Marcona,1",Piave - Tricolore,133213 - 03/06/2024,"Rent, transitory",Apartment | Full ownership | Luxury property,45,2,2,5 floors,,Available from 30/03/2024,Optic fiberSecurity doorExternal exposureHalf-day conciergeCentralized TV systemFurnishedWindow frames in glass / metal,1700.0,No condominium fees,"€ 3,400",1975,Excellent / Refurbished,"Independent, with radiators, powered by methane",,C175 kWh/m² year
326,Milan,Via Bianca Ceva,Bisceglie,ceva 26 -71 - 03/05/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,75,2,2,8 floors,1 in garage/box,Available,Electric gateVideo entryphoneSecurity doorInternal exposureClosetTerraceFull day conciergeCentralized TV systemPartially furnishedCellarShared gardenWindow frames in double glass / PVC,1700.0,€ 84/month,"€ 5,100",2022,New / Under construction,"Central, floor heating, powered by methane","Central, cold/hot",A350.23 kWh/m² year
1257,Milan,Via Valtellina,Isola,60867526 - 02/23/2024,"Rent, 4+4",Apartment | Full ownership | Medium property class,65,3,1,6 floors,,Available from 15/03/2024,Optic fiberSecurity doorExternal exposureHalf-day conciergeCentralized TV systemFurnishedWindow frames in double glass / PVC,1700.0,€ 150/month,"€ 5,100",1920,Excellent / Refurbished,"Independent, air heating, powered by heat pump","Independent, cold",E111.7 kWh/m² year
1689,Milan,Via Nerino,Carrobbio,Nerino 11 - 02/07/2024,"Rent, 4+4",Apartment | Full ownership | Luxury property,52,2,1,3 floors,,Available,Electric gateOptic fiberVideo entryphoneSecurity doorBalconyFull day conciergeCentralized TV systemFurnishedCellarWindow frames in double glass / woodDouble exposure,1709.0,€ 200/month,Not indicated,1950,New / Under construction,"Central, with radiators, gas powered","Independent, cold","D≥ 3,51 kWh/m² year"
1847,Milan,Via Andrea Solari,Solari,SOLARI 55 MQ - 01/31/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,55,2,4,5 floors,,Available,Electric gateOptic fiberVideo entryphoneAlarm systemSecurity doorBalconyFull day conciergeCentralized TV systemOnly Kitchen FurnishedCellarWindow frames in triple glass / woodDouble exposure,1750.0,€ 735/month,"€ 5,250",1920,Excellent / Refurbished,"Central, floor heating, gas powered",System predisposition,A129.4 kWh/m² year
126,Milan,Via Vittoria Colonna,Amendola - Buonarroti,Rossini - 02/26/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,52,2,0,8 floors,,Available from 15/04/2024,Electric gateOptic fiberVideo entryphoneSecurity doorInternal exposureClosetFull day conciergeCentralized TV systemFurnishedShared gardenWindow frames in double glass / PVC,1750.0,€ 200/month,"€ 5,250",1970,Excellent / Refurbished,Central,"Central, cold",B236.4 kWh/m² year
105,Milan,Via Lazzaro Palazzi,Porta Venezia,Pasteur - 01/23/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,54,2,4,5 floors,,Available from 29/04/2024,Optic fiberAlarm systemSecurity doorExternal exposureClosetHalf-day conciergeCentralized TV systemFurnishedCellarWindow frames in double glass / PVC,1750.0,€ 150/month,"€ 5,250",1980,Excellent / Refurbished,"Independent, with radiators, gas powered","Independent, cold",B58.08 kWh/m² year
1431,Milan,Via Francesco Redi,Morgagni,VIA REDI - PLINIO - 01/16/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,72,3,1,5 floors,,Available,Optic fiberVideo entryphoneSecurity doorInternal exposureFull day conciergeCentralized TV systemWindow frames in double glass / PVC,1750.0,€ 111/month,Not indicated,1900,Excellent / Refurbished,"Independent, with radiators, powered by methane","Central, cold",G290 kWh/m² year
456,Milan,Via Bartolomeo Eustachi,Morgagni,ft bartolomeo eustachi 033 - 12/14/2023,"Rent, 4+4",Apartment | Full ownership | Stately property class,70,3,1,4 floors,,Available,Optic fiberVideo entryphoneSecurity doorInternal exposureFull day conciergeCentralized TV systemOnly Kitchen FurnishedWindow frames in double glass / wood,1750.0,€ 111/month,"€ 10,500",1930,Excellent / Refurbished,"Independent, with radiators, powered by methane",System predisposition,F≥ 175 kWh/m² year
167,Milan,Via Bergamo,Montenero,.bergamo - 02/19/2024,Rent,Apartment | Full ownership | Stately property class,90,3,1,7 floors,,,Security doorBalconyHalf-day conciergeFurnishedCellarWindow frames in glass / PVCDouble exposure,1750.0,€ 250/month,Not indicated,1950,Excellent / Refurbished,Central,Independent,G197.2 kWh/m² year
1205,Milan,Corso Concordia,Piave - Tricolore,W-02UHRE - 03/04/2024,Rent,Apartment | Full ownership | Stately property class,80,2,3,4 floors,,Available,AtticSecurity doorInternal exposureBalconyCentralized TV systemFurnishedWindow frames in glass / wood,1750.0,€ 250/month,Not indicated,1900,Excellent / Refurbished,"Central, with radiators, gas powered","Independent, cold/hot",E165.85 kWh/m² year
1433,Milan,via solari,Solari,48129 - 02/14/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,56,2,3,5 floors,,Available,Optic fiberSecurity doorBalconyFull day conciergeCentralized TV systemShared gardenWindow frames in double glass / woodDouble exposure,1750.0,€ 120/month,Not indicated,2020,Excellent / Refurbished,"Central, floor heating, powered by photovoltaics","System predisposition, cold/hot",A21 kWh/m² year
106,Milan,Alzaia Naviglio Pavese,Navigli - Darsena,A - 488 - 03/01/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,106,3,8,8 floors,,Available,Optic fiberVideo entryphoneSecurity doorBalconyFull day conciergeCentralized TV systemOnly Kitchen FurnishedWindow frames in double glass / PVCDouble exposure,1750.0,€ 410/month,"€ 5,250",1970,Excellent / Refurbished,"Central, floor heating, gas powered","Independent, cold/hot",G192.3 kWh/m² year
1470,Milan,Corso di Porta Romana,Quadronno - Crocetta,CORSO P.TA ROMANA ANG. CABRINI - CROCETTA - 01/16/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,65,2,2,4 floors,,Available,Optic fiberVideo entryphoneSecurity doorExternal exposureBalconyFull day conciergeTV system with satellite dishWindow frames in double glass / wood,1750.0,€ 76/month,Not indicated,1900,Excellent / Refurbished,"Independent, with radiators, powered by methane",System predisposition,G290 kWh/m² year
1861,Milan,Piazza Serafino Belfanti,Navigli - Darsena,3Lgrandebelfanti - 01/23/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,85,3,1,5 floors,,Available,Optic fiberSecurity doorBalconyHalf-day conciergeCentralized TV systemFurnishedWindow frames in double glass / metalDouble exposure,1750.0,€ 250/month,"€ 4,500",1960,Excellent / Refurbished,"Central, with radiators, powered by methane","Independent, cold/hot",D109.13 kWh/m² year
1398,Milan,Corso di Porta Romana,Quadronno - Crocetta,3014 - 02/12/2024,"Rent, 4+4",Apartment | Full ownership | Medium property class,70,2,3,8 floors,,Available from 01/02/2024,BalconyHalf-day conciergeCentralized TV systemPartially furnishedWindow frames in double glass / metalDouble exposure,1750.0,€ 250/month,Not indicated,1970,Good condition / Liveable,"Central, with radiators, powered by methane","Independent, cold/hot",E199.67 kWh/m² year
1445,Milan,Via Andrea Solari,Solari,VIA SOLARI ADIACENZE PARCO - 01/25/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,64,2,3,5 floors,,Available,Optic fiberVideo entryphoneSecurity doorFull day conciergeCentralized TV systemOnly Kitchen FurnishedWindow frames in double glass / metalDouble exposure,1750.0,€ 120/month,Not indicated,1900,Excellent / Refurbished,"Central, with radiators, powered by methane",System predisposition,G290 kWh/m² year
1801,Milan,Via Luigi Mancinelli,Casoretto,MANC19 - 03/06/2024,"Rent, students (6-36 months)",Apartment | Full ownership | Medium property class,110,4,"Semi-basement, with lift",4 floors,,Available,Optic fiberVideo entryphoneAlarm systemSecurity doorExternal exposureCentralized TV systemFurnishedShared gardenWindow frames in double glass / PVC,1750.0,€ 250/month,"€ 3,500",1950,Good condition / Liveable,"Independent, with radiators, gas powered","Independent, cold",E≥ 175 kWh/m² year
1376,Milan,Via Bartolomeo Eustachi,Morgagni,48044 - 01/12/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,70,3,1,5 floors,,Available,Security doorExternal exposureBalconyFull day conciergeCentralized TV systemWindow frames in double glass / wood,1750.0,€ 111/month,Not indicated,1930,Good condition / Liveable,"Independent, with radiators, powered by methane","System predisposition, cold/hot",F121.04 kWh/m² year
1059,Milan,Via Andrea Solari,Solari,VIA SOLARI ADIACENZE PARCO - 01/16/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,65,2,4,5 floors,,Available,Optic fiberVideo entryphoneSecurity doorBalconyFull day conciergeCentralized TV systemPartially furnishedWindow frames in double glass / woodDouble exposure,1750.0,€ 146/month,Not indicated,1900,Excellent / Refurbished,"Central, with radiators, powered by methane",System predisposition,G290 kWh/m² year
100,Milan,Via Andrea Solari,Solari,CBI112-2064-301192 - 03/06/2024,"Rent, 4+4",Apartment | Full ownership | Medium property class,55,2,4,5 floors,,Available,Video entryphoneFull day conciergeCentralized TV systemOnly Kitchen Furnished,1750.0,€ 75/month,Not indicated,,Excellent / Refurbished,"Central, floor heating, powered by methane",,A229.58 kWh/m² year
376,Milan,Via Pavia,Ascanio Sforza,TRILOCALE ARREDATO-STUDENTI/LAVORATORI -NAVIGLI 1.750 - 03/05/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,80,3,3,6 floors,,Available,Optic fiberSecurity doorInternal exposureBalconyFull day conciergeCentralized TV systemFurnishedWindow frames in double glass / wood,1750.0,€ 250/month,Not indicated,,Excellent / Refurbished,"Central, with radiators, gas powered","Independent, cold/hot",F≥ 175 kWh/m² year
316,Milan,Via San Giovanni sul Muro,Duomo,SGM200 - 01/31/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,65,2,1,3 floors,,Available,Electric gateOptic fiberVideo entryphoneSecurity doorClosetBalconyCentralized TV systemFurnishedCellarWindow frames in double glass / PVCDouble exposure,1750.0,€ 250/month,"€ 5,250",1900,Good condition / Liveable,"Central, with radiators, gas powered","Independent, cold/hot",E≥ 175 kWh/m² year
1627,Milan,Via Ambrogio Binda,Barona,EK-108422357 - 02/19/2024,Rent,Apartment | Full ownership,77,3,5,5 floors,1 in garage/box,Available,ReceptionKitchenBalconyFurnishedWindow frames in double glass / wood,1750.0,€ 130/month,Not indicated,1960,Excellent / Refurbished,Central,Cold/hot,F195 kWh/m² year
758,Milan,Via Clefi,Frua,1433 - 03/04/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,90,3,1,4 floors,1 in garage/box,Available,Electric gateOptic fiberVideo entryphoneAlarm systemSecurity doorBalconyCentralized TV systemFurnishedWindow frames in glass / metalDouble exposure,1750.0,€ 250/month,"€ 5,250",1960,Good condition / Liveable,"Central, with radiators, powered by methane",,G291 kWh/m² year
1597,Milan,Via Andrea Solari,Solari,Solari 55 - 11/23/2022,"Rent, 4+4",Apartment | Full ownership | Stately property class,55,2,4,5 floors,,Available,Optic fiberFull day conciergeCentralized TV systemWindow frames in glass / woodDouble exposure,1750.0,€ 432/month,Not indicated,1900,Excellent / Refurbished,"Central, with radiators, gas powered","Independent, cold",F150 kWh/m² year
303,Milan,Via delle Stelline,Frua,29-2023 Loc - 02/15/2024,"Rent, 4+4",Apartment | Full ownership,95,3,5,7 floors,,Available,Electric gateOptic fiberSecurity doorExternal exposureClosetBalconyFull day conciergeCentralized TV systemPartially furnishedCellarShared gardenWindow frames in glass / wood,1750.0,€ 350/month,"€ 5,250",,,"Central, floor heating, powered by methane","Independent, cold/hot",F142.14 kWh/m² year
1536,Milan,Via Federico Ozanam,Buenos Aires,DANIELA - 03/05/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,85,3,4,4 floors,,Available,Electric gateFireplaceAtticOptic fiberSecurity doorClosetFull day conciergeCentralized TV systemFurnishedShared gardenWindow frames in double glass / woodDouble exposure,1750.0,€ 200/month,"€ 5,250",1920,Excellent / Refurbished,"Independent, with radiators, powered by methane","Independent, cold/hot",E256.92 kWh/m² year
1787,Milan,Via Savona,Solari,A078 - 10/04/2023,"Rent, 4+4",Apartment | Full ownership | Stately property class,59,2,0,1 floor,,Available,Internal exposureFurnishedShared gardenWindow frames in double glass / PVC,1760.0,€ 47/month,"€ 5,280",2023,New / Under construction,"Independent, air heating, powered by heat pump","Independent, cold/hot",A≥ 175 kWh/m² year
1976,Milan,Via Savona,Solari,A077 - 10/26/2023,"Rent, 4+4",Apartment | Full ownership | Stately property class,53,2,0,1 floor,,,Internal exposureClosetFurnishedShared gardenWindow frames in double glass / PVC,1760.0,€ 43/month,"€ 5,280",2023,New / Under construction,"Independent, air heating, powered by heat pump","Independent, cold/hot",
1047,Milan,Viale Abruzzi,Città Studi,W-02V2AT - 03/05/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,73,2,0,2 floors,1 in shared parking,Available,Optic fiberAlarm systemSecurity doorInternal exposureHalf-day conciergeCentralized TV systemFurnishedWindow frames in double glass / PVC,1760.0,€ 40/month,Not indicated,2021,New / Under construction,"Independent, with radiators, gas powered","Independent, cold/hot",A248.14 kWh/m² year
22,Milan,Via Nino Bixio,Piave - Tricolore,EK-104586705 - 03/06/2024,"Rent, transitory",Apartment | Full ownership | Stately property class,75,3,0,4 floors,,Available,TavernOptic fiberVideo entryphoneAlarm systemSecurity doorInternal exposureClosetFull day conciergeCentralized TV systemFurnishedCellarWindow frames in double glass / PVC,1790.0,€ 290/month,"€ 4,000",1930,Excellent / Refurbished,"Central, with radiators, gas powered","Independent, cold/hot",D≥ 175 kWh/m² year
911,Milan,Via Orio Vergani,Maggiolina,W-02U5CR - 02/08/2024,"Rent, open",Apartment | Full ownership | Stately property class,65,1,1,4 floors,,Available,Video entryphoneSecurity doorInternal exposureClosetTerraceCentralized TV systemFurnishedCellarWindow frames in double glass / PVC,1792.0,€ 192/month,Not indicated,1970,Excellent / Refurbished,"Central, floor heating, powered by methane","Independent, cold/hot","B≥ 3,51 kWh/m² year"
1928,Milan,Via Tobruk,Tripoli - Soderini,A095 - 01/23/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,62,3,1,6 floors,,Available,Optic fiberSecurity doorExternal exposureClosetBalconyHalf-day conciergeFurnishedWindow frames in glass / PVC,1800.0,€ 170/month,"€ 5,400",1950,Excellent / Refurbished,"Central, floor heating",Independent,
154,Milan,Via Solari,Solari,A203 - 03/06/2024,Rent,Apartment | Full ownership | Stately property class,50,2,4,5 floors,,Available,Video entryphoneExternal exposureTerraceFurnishedWindow frames in triple glass / PVC,1800.0,€ 82/month,Not indicated,1900,New / Under construction,,"Independent, cold/hot",D125.93 kWh/m² year
993,Milan,Via Alfonso Lamarmora,Quadronno - Crocetta,60849183 - 03/06/2024,"Rent, 4+4",Apartment | Full ownership,97,4,3,5 floors,1 in garage/box,Available,Optic fiberVideo entryphoneSecurity doorClosetBalconyFull day conciergeSingle tv systemFurnishedCellarWindow frames in double glass / woodDouble exposure,1800.0,€ 400/month,"€ 6,000",1940,Good condition / Liveable,"Central, floor heating, powered by methane","Independent, cold/hot",G175 kWh/m² year
1687,Milan,Via Antonio Scarpa,Vercelli - Wagner,Scarpa trilocale - 03/04/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,84,3,2,4 floors,,Available,Electric gateOptic fiberSecurity doorBalconySingle tv systemFurnishedWindow frames in double glass / metalDouble exposure,1800.0,€ 185/month,Not indicated,1930,Good condition / Liveable,"Central, with radiators, gas powered","Independent, cold","G≥ 3,51 kWh/m² year"
